Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
73.83132386952639,18.518700264394283,1.29,8312031.0,17-14-53,0.046402127,-0.13717842,-0.28293374,265.0,-0.03630576,-0.008226318,-0.0234165
73.83132386952639,18.518700264394283,1.29,8312031.0,17-14-53,-0.13697833,0.365242,0.108888835,266.0,0.035776343,-0.00944805,0.009570222
73.83132386952639,18.518700264394283,1.29,8312031.0,17-14-53,-0.045354933,-0.10334015,-0.5349848,266.0,-0.011871147,-0.027774006,0.0034615695
73.83120140992105,18.51871434599161,0.31,13.024235,17-14-53,0.24208939,0.07276058,-0.3503963,266.0,-0.0179798,0.0027692558,-0.005090542
73.83120140992105,18.51871434599161,0.31,13.024235,17-14-53,-0.23023361,0.011764526,-0.4940847,266.0,0.011341732,0.003380121,0.006515894
73.83120140992105,18.51871434599161,0.31,13.024235,17-14-53,0.08243817,1.4781952E-4,-0.028262824,266.0,-0.02836451,0.003380121,-2.0362064E-4
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-53,-0.056366593,0.10904598,-0.4919038,266.0,0.042495858,-2.850704E-4,0.01628974
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-53,0.18880838,-0.054860115,-0.5369395,266.0,3.461577E-4,0.003380121,-8.144863E-4
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-53,-0.25155643,0.38398552,0.5004583,266.0,-0.0027081687,3.257948E-4,-0.014864387
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.07966614,0.3661871,-0.26299977,266.0,-0.02469932,0.0076561775,0.0022398382
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,-0.35258022,0.084308624,0.09591478,266.0,0.003400484,-0.007004588,-2.0362064E-4
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.3017167,0.2908764,-0.081077844,266.0,0.0052330797,-0.021665353,0.010181088
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,-0.19919643,0.018981934,-0.48365974,266.0,0.025391633,0.019873483,-0.014864387
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.2756819,0.27888393,-0.1361936,266.0,-0.00637336,-0.014334971,-0.008755736
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,-0.32408932,0.08474922,0.31507075,266.0,-0.021034125,0.014375695,-0.02097304
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.16223773,0.25232315,-0.09880817,266.0,0.013785193,-0.018000163,0.01628974
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.26187864,0.070575714,0.5269635,266.0,-0.02164499,0.0125431,-0.003257949
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,0.038296193,0.028366089,-0.60834295,266.0,-0.0014864383,-0.019832758,0.0071267597
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-54,-0.02491793,0.0952034,0.09804478,266.0,-0.02836451,0.017430022,-0.022194771
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-55,-0.16710815,0.07774353,-0.13311142,266.0,0.019893846,-0.029606603,0.017511472
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-55,0.13045359,0.09000492,-0.013187975,266.0,-0.030197106,0.0039909864,0.004072435
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-55,-0.10519692,0.41327858,0.56875736,266.0,0.0400524,-2.850704E-4,0.018122334
73.8311518728733,18.51866954471916,0.94,18.47687,17-14-55,0.082155734,0.29388523,-0.08085868,266.0,-0.003929899,0.0046018516,-0.001425352
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-55,-0.12362328,-0.10850334,-0.53340137,266.0,-0.010038552,0.0027692558,-0.013642658
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-55,0.1650956,0.088819504,-0.55122054,266.0,-0.008205955,-0.025330545,-0.001425352
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-55,0.30374783,0.1982956,-0.052173853,266.0,-0.02836451,0.014986561,-0.014253523
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-55,-0.10489917,0.5086937,0.7172341,266.0,-0.0027081687,-0.027774006,0.017511472
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-55,-0.025553346,-0.062433243,-0.35601008,266.0,-0.03325143,-0.004561127,0.002850704
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-56,-0.20906462,0.30960464,0.8464087,266.0,0.0400524,-0.0027285311,0.010181088
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-56,0.2961942,0.4080057,0.37433657,266.0,-0.0106494175,-0.0033393968,-0.005090542
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-56,-0.07172933,0.43070984,0.6535668,266.0,-0.002097303,3.257948E-4,-0.014864387
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-56,0.22053897,0.53248024,-0.018536925,266.0,-0.013092878,0.014375695,-0.0038688146
73.831243570894,18.518678680993617,0.29999998,8.808949,17-14-56,-0.074118525,0.41080284,0.4842717,266.0,0.023559038,-0.014334971,0.0071267597
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-56,-0.32017875,-8.764267E-4,-0.3847604,266.0,0.0040113493,-0.029606603,0.017511472
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-56,0.3366438,0.27698612,0.6558815,266.0,-0.027753644,-0.008837184,0.0034615695
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-56,0.20544767,-0.1219759,-0.7402514,266.0,0.009509136,0.0021583906,0.004683301
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-56,0.18581736,-0.09549713,-0.6879712,266.0,-0.019201532,0.019262617,-0.026470827
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-56,-0.21420127,0.056567192,-0.27275956,265.0,0.005843945,0.010099638,-0.01975131
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,-0.047365814,-0.060162544,-0.5503361,266.0,-0.013092878,0.0015475252,-0.006923139
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,-0.47196773,-0.023509026,-0.08763388,266.0,9.5702335E-4,-0.018000163,0.013235413
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.23521182,0.38953876,0.29022154,266.0,-0.0069842255,-0.028384872,0.020565797
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.25702196,0.16950798,0.4510206,266.0,-0.018590666,0.022316944,-0.022805637
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.26217118,0.40703487,-0.021541387,266.0,-0.015536339,-0.007004588,-0.006923139
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.09250185,0.25293922,0.2950994,266.0,-8.755727E-4,-0.01189151,0.004072435
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,-0.29339424,0.14870548,-0.18823418,266.0,0.003400484,-0.028995737,0.012013681
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,-0.04689601,-0.07190609,-0.4310136,266.0,0.012563462,0.021706078,-0.01975131
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.19607788,0.15944195,-0.38593933,266.0,0.017450385,-0.010058914,0.013235413
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-57,0.2934661,0.31112385,0.38200375,266.0,-0.027753644,0.0027692558,-0.012420926
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,-0.18936004,0.3885603,0.4455676,266.0,0.01806125,9.3666E-4,0.008348491
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,-0.10397357,-0.062888145,-0.6625304,266.0,-0.034473162,-0.0039502615,0.006515894
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,0.24163264,0.24310112,0.324336,266.0,0.1121345,0.06263405,-0.061290145
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,0.8521958,0.12617207,-0.26309037,267.0,-0.007595091,-0.06381506,0.023009256
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,0.66018033,-0.19104195,0.56379825,266.0,0.061432682,-0.040602177,0.013235413
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,0.22298253,-0.45361614,0.009920508,266.0,-0.0069842255,-2.850704E-4,-0.020362174
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,-0.497176,-0.083444595,0.21705459,266.0,-0.035694893,0.05835799,-0.039909862
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,-0.4962612,0.012722015,-0.48503333,266.0,0.017450385,0.021095213,0.006515894
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,-0.068500996,-0.1338749,-0.03384322,266.0,-0.053409982,-0.013724105,0.013846278
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-58,0.15402079,0.20352077,1.4167442,265.0,0.02172644,-0.084584475,-0.0099774655
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.7506855,-0.2720747,-0.9040707,265.0,0.027224228,-0.078475825,0.09142617
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.38148782,-0.1994791,-0.05475101,266.0,0.06693047,-0.016778432,-0.0038688146
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.83853817,0.55496883,0.16803893,266.0,-0.08334238,-0.047932558,0.005905032
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,-0.05677235,0.6164551,-0.060435474,266.0,-0.047301333,0.003380121,0.010181088
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.07665464,0.51379204,-0.06914896,266.0,0.04371759,0.008267043,0.002850704
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.20020434,0.49835205,0.32719898,266.0,0.022337306,0.021095213,-0.02097304
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,-0.09600085,0.32653713,-0.5297674,266.0,0.04371759,-0.005171993,0.0071267597
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.083458036,-0.12972641,0.17200375,266.0,0.0400524,0.0125431,-0.0063122734
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,0.25539726,0.39161873,0.28465867,266.0,-0.038749218,0.006434447,0.004072435
73.83125455118716,18.518684799782932,0.0,7.516884,17-14-59,-0.3101559,0.11116505,0.8433026,266.0,0.019893846,-0.018000163,0.019954931
73.83125455118716,18.518684799782932,0.0,7.516884,17-15-00,0.031125009,0.38199234,0.5060697,266.0,0.03638721,-0.016778432,0.0052941665
73.83125455118716,18.518684799782932,0.0,7.516884,17-15-00,0.23976603,0.0106601715,-0.4034651,266.0,0.015617789,-0.010058914,0.010791954
73.83125455118716,18.518684799782932,0.0,7.516884,17-15-00,0.35993046,0.21360111,0.6396657,266.0,-0.02836451,-0.007004588,0.004683301
73.83125455118716,18.518684799782932,0.0,7.516884,17-15-00,0.21689585,0.3726921,0.057063952,266.0,0.0052330797,-0.015556702,0.015678875
73.83125455118716,18.518684799782932,0.0,7.516884,17-15-00,-0.2553907,-0.017567635,-0.24847618,266.0,-0.019201532,0.022316944,-0.027081693
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-00,0.99516094,0.02801323,0.85310614,266.0,-0.06623815,-0.025330545,0.04255695
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-00,0.09919959,-0.24751759,-0.07923661,265.0,-0.11022045,-0.03632612,0.029728778
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-00,-0.023065895,0.016040802,-0.1491168,265.0,-0.078455456,-0.032050062,0.017511472
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-00,-0.029303998,0.024905205,-0.8350772,265.0,-0.03997095,-0.005171993,0.023009256
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-00,-0.45841098,0.21872616,-0.6872218,265.0,-0.008816821,0.010099638,-0.01730785
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,-0.21089928,0.40770817,-0.73746794,266.0,-0.019812394,-0.005171993,-0.005090542
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,-0.22850494,0.65848255,0.68240714,266.0,-0.018590666,-0.013724105,0.002850704
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,-0.10522199,0.39763355,-0.26109073,266.0,0.026613362,9.3666E-4,0.004072435
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,-0.18852432,0.09023857,-0.5349568,266.0,-2.6470795E-4,0.008267043,-0.024027366
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,0.23198602,0.71213436,0.029490888,266.0,0.049826242,0.0027692558,0.0077376254
73.83126410655677,18.518681447021663,0.71999997,6.64528,17-15-01,0.2641237,0.46511364,0.26995444,266.0,-0.045468736,-0.0021176664,0.010791954
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-01,0.2199265,0.43661213,0.031523257,266.0,-0.008816821,-2.850704E-4,-0.00814487
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-01,-0.32431102,0.13946438,0.047087327,266.0,0.025391633,3.257948E-4,0.0016289726
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-01,-0.030770063,0.37284946,0.72371876,266.0,0.015006924,-0.016167566,0.004683301
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-01,0.16897783,0.2336607,0.10777825,266.0,-0.002097303,0.0046018516,-0.003257949
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-02,-0.13566181,-0.45367718,-0.087289006,265.0,-0.015536339,0.06996443,-0.060068414
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-02,-0.5190523,-0.05308914,-0.3850322,266.0,0.0021787537,0.017430022,-0.02097304
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-02,0.12000233,0.0383749,-0.11134207,266.0,0.046771914,-0.006393723,0.002850704
73.83126955479383,18.51868450641632,0.08,5.9945097,17-15-02,0.37422463,0.1118536,0.42311904,266.0,-0.02592105,-0.030828334,0.019344065
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,-0.09103897,0.18900394,0.6423873,266.0,0.01806125,-0.035715256,0.01628974
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,-0.082398504,-0.26002407,-0.41443068,266.0,-0.028975375,0.0027692558,-8.144863E-4
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,0.21049967,0.1790371,-0.21662208,266.0,-0.040581815,0.014986561,-0.020362174
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,2.6869535,-0.6823921,1.0060387,265.0,-0.022866722,0.07118616,0.17511469
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,1.4372487,-0.9176645,0.837555,265.0,-0.046690468,-0.017389297,-0.017918713
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-02,-0.2569529,0.4628029,0.48850134,266.0,-0.065627284,-0.06931284,0.08959357
73.83126938715577,18.51869301404804,0.39,5.808555,17-15-03,0.27618015,0.41086292,-0.4351602,266.0,-0.027753644,-0.055262942,0.046833
